Fecha y hora oficial,Temperatura (ºC),Velocidad del viento (km/h),Dirección del viento,Racha (km/h),Dirección de racha,Precipitación (mm),Presión (hPa),Tendencia (hPa),Humedad (%),,WindChill,I.Confort (ºC)
21/03/2012 19:00,7.3,10,Este,18,Este,0,982.3,-0.1,88,,860.148840942968,5.39853518534172
21/03/2012 20:00,6.6,7,Nordeste,11,Este,0,981.9,-0.7,92,,814.141397271947,5.30048123353927
21/03/2012 21:00,6.2,6,Este,12,Este,0,981.9,-0.7,92,,795.944943661822,5.00103520990985
21/03/2012 22:00,5.6,6,Sur,6,Sur,0,982,-0.3,94,,813.764606579624,4.54729554324472
21/03/2012 23:00,5.4,0,Calma,5,Sur,0,982,0.1,95,,248.4,5.01016309255484
22/03/2012 00:00,4.8,8,Sur,9,Sur,0,981.7,-0.2,96,,897.601929604484,3.64519872897744
22/03/2012 01:00,4.5,3,Sudoeste,5,Sur,0,981.1,-0.9,97,,709.061583371272,4.09711025310855
22/03/2012 02:00,4,5,Sur,7,Sur,0,980.9,-1.1,97,,822.821087687684,3.27631779526659
22/03/2012 03:00,3.4,6,Sur,8,Sur,0,980.8,-0.9,98,,879.103370611564,2.59826395723406
22/03/2012 04:00,3.2,8,Sur,9,Sur,0,980.6,-0.5,99,,948.529698660058,2.20991892576606
22/03/2012 05:00,3,7,Sur,11,Sur,0,980.7,-0.2,98,,925.160678718121,2.05092707433204
22/03/2012 06:00,2.7,8,Sur,10,Sur,0,981,0.2,100,,964.444626489924,1.76396377484769
22/03/2012 07:00,2.6,9,Sur,10,Sur,0,981.5,0.9,98,,994.08,1.38280099809905
22/03/2012 08:00,2.5,8,Sur,10,Sur,0,981.9,1.2,98,,970.810597621871,1.40138455729307
22/03/2012 09:00,4,7,Sur,10,Sur,0,982.3,1.3,93,,894.321989427517,2.69041763351126
22/03/2012 10:00,7.1,3,Sur,5,Sur,0,982.7,1.2,82,,644.37526348477,5.44030933768094
22/03/2012 11:00,10.4,0,Calma,3,Norte,0,982.8,0.9,68,,203.4,7.46890597235914
22/03/2012 12:00,12.8,4,Nordeste,10,Este,0,982.4,0.1,55,,541.36,8.03909861564975
22/03/2012 13:00,14.6,8,Este,14,Este,0,982.1,-0.6,46,,585.669344139096,8.20880805690512
22/03/2012 14:00,15.6,8,Nordeste,17,Nordeste,0,982,-0.8,43,,553.839488479362,8.72669129263372
22/03/2012 15:00,15,12,Nordeste,22,Nordeste,0,981.5,-0.9,56,,625.656736890028,9.89421630267097
22/03/2012 16:00,14.7,14,Nordeste,20,Nordeste,0,981.3,-0.8,53,,654.848398939798,9.06260784289808
22/03/2012 17:00,14.6,10,Nordeste,18,Nordeste,0,981.2,-0.8,51,,615.82640752337,8.87348708480582
22/03/2012 18:00,13.3,9,Nordeste,17,Este,0,981.6,0.1,53,,644.19,7.87752103437203
22/03/2012 19:00,11.8,9,Nordeste,14,Nordeste,0,982.2,0.9,54,,693.24,6.46348485916416
22/03/2012 20:00,10.8,0,Calma,3,Noroeste,0,982.6,1.4,58,,199.8,6.6599898873514
22/03/2012 21:00,9.8,5,Oeste,7,Oeste,0,983.1,1.5,60,,658.256870150147,5.55035705413309
22/03/2012 22:00,9.2,6,Oeste,7,Oeste,0,983.4,1.2,61,,706.846629072812,4.95947760524484
22/03/2012 23:00,8.5,2,Noroeste,3,Noroeste,0,983.2,0.6,65,,549.165731831735,5.22598374124997
23/03/2012 00:00,7.5,5,Sudeste,7,Sudeste,0,983,-0.1,75,,723.515094346067,4.89925327646078
23/03/2012 01:00,7.1,8,Sur,9,Sur,0,982.5,-0.9,81,,824.393261587097,4.74739726715554
23/03/2012 02:00,6.7,6,Sur,9,Sudeste,0,981.8,-1.4,85,,781.095224563654,4.91366982989555
23/03/2012 03:00,6.3,8,Sudeste,11,Sudeste,0,981.2,-1.8,87,,849.857146114884,4.45875802441885
23/03/2012 04:00,6,9,Sudeste,12,Sudeste,0,980.7,-1.8,87,,882.9,4.04390383739493
23/03/2012 05:00,5.9,9,Sudeste,13,Sur,0,980.4,-1.4,86,,886.17,3.85141449475177
23/03/2012 06:00,6.3,2,Sur,4,Sur,0,980.2,-1,81,,598.478573057442,4.69848783037637
23/03/2012 07:00,6.8,7,Sur,9,Sur,0,980.5,-0.2,77,,807.973659413826,4.15457426824747
23/03/2012 08:00,7.2,6,Sudeste,8,Sudeste,0,980.3,-0.1,70,,766.245505465485,3.95193483679499
23/03/2012 09:00,9.4,5,Este,8,Este,0,980.1,-0.1,68,,669.606126532046,6.09366084203937
23/03/2012 10:00,10.5,3,Norte,5,Nordeste,0,980.2,-0.3,70,,559.785460556267,7.66190452259794
23/03/2012 11:00,12.7,4,Sur,8,Sur,0,980.3,0,67,,544.04,9.43780496833988
23/03/2012 12:00,14.1,4,Nordeste,8,Nordeste,0,979.8,-0.3,57,,506.52,9.62657058868918
23/03/2012 13:00,16.3,10,Nordeste,16,Nordeste,0,978.9,-1.3,48,,558.92940248045,10.17709438695
23/03/2012 14:00,18,9,Nordeste,18,Nordeste,0,978.4,-1.9,50,,490.5,12.2939409553901
23/03/2012 15:00,19.2,9,Nordeste,17,Este,0,977.5,-2.3,51,,451.26,13.6814080158282
23/03/2012 16:00,19.4,11,Nordeste,21,Nordeste,0,976.7,-2.2,50,,464.456458922284,13.6569215131499
23/03/2012 17:00,19.5,11,Nordeste,22,Este,0,976.1,-2.3,49,,461.041337900797,13.6070115630182
23/03/2012 18:00,19.1,9,Nordeste,18,Nordeste,0,975.7,-1.8,43,,454.53,12.2816015524355
23/03/2012 19:00,17.4,9,Este,14,Este,0,975.7,-1,48,,510.12,11.364665719401
23/03/2012 20:00,15.5,11,Este,15,Este,0,975.9,-0.2,57,,597.646178760292,10.6012305650464
23/03/2012 21:00,14.2,3,Norte,5,Noroeste,0,976.5,0.8,63,,467.731851487014,10.585052563214
23/03/2012 22:00,13.9,3,Noroeste,5,Oeste,0,976.9,1.2,57,,475.195657627765,9.52255059341836
23/03/2012 23:00,14.4,2,Oeste,4,Sudoeste,0,977,1.1,52,,416.917657635521,9.43005851360899
24/03/2012 00:00,14.3,4,Sudeste,8,Noroeste,0,976.9,0.4,47,,501.16,8.36288504228164
24/03/2012 01:00,13.5,4,Oeste,7,Oeste,0,976.8,-0.1,44,,522.6,7.05186560671727
24/03/2012 02:00,14.1,5,Oeste,11,Noroeste,0,976.6,-0.4,35,,536.252364044732,5.83384177369398
24/03/2012 03:00,13.3,5,Sudoeste,7,Oeste,0,976.6,-0.3,34,,558.95087680853,4.79940342581474
24/03/2012 04:00,12.6,6,Oeste,9,Oeste,0,976.8,0,35,,605.868539205268,4.22128097235752
24/03/2012 05:00,13,6,Sudoeste,8,Sudoeste,0,977,0.4,34,,593.988763926733,4.41029043912315
24/03/2012 06:00,13.3,3,Sur,4,Sur,0,977.3,0.7,37,,490.123269909265,5.63452178147872
24/03/2012 07:00,12.7,8,Oeste,11,Oeste,0,978.1,1.3,38,,646.14606989259,4.79620408484083
24/03/2012 08:00,11.9,9,Sur,11,Sur,0,978.5,1.5,44,,689.97,5.01084052180458
24/03/2012 09:00,13.6,5,Sur,6,Sur,0,979,1.7,44,,550.438934522106,7.06428085693488
24/03/2012 10:00,14.9,2,Noroeste,4,Norte,0,979.5,1.4,42,,405.710193720588,8.30686258196326
24/03/2012 11:00,19.1,5,Este,7,Nordeste,0,979.6,1.1,35,,394.386659270993,10.9150978668924
24/03/2012 12:00,20.1,4,Norte,7,Noroeste,0,979.9,0.9,33,,345.72,11.5395725918741
24/03/2012 13:00,22.4,10,Nordeste,17,Nordeste,0,979.6,0.1,24,,354.769560855855,11.2127489744278
24/03/2012 14:00,23.8,10,Este,18,Nordeste,0,979.3,-0.3,22,,307.913203761685,11.9927518282813
24/03/2012 15:00,23.6,9,Nordeste,18,Nordeste,0,979,-0.9,26,,307.38,13.0849647601538
24/03/2012 16:00,23.2,17,Nordeste,31,Nordeste,0,978.8,-0.8,25,,362.030142928479,12.173658303112
24/03/2012 17:00,22.7,15,Nordeste,26,Nordeste,0,978.9,-0.4,29,,373.019840278707,12.8254384129715
24/03/2012 18:00,21.6,14,Nordeste,21,Nordeste,0,979.3,0.3,28,,407.93834688053,11.4384257626234
24/03/2012 19:00,20.3,5,Nordeste,13,Nordeste,0,980,1.2,29,,360.338890125296,10.7036824420397
24/03/2012 20:00,19,0,Calma,5,Norte,0,980.9,2,29,,126,9.59196496323173
24/03/2012 21:00,17.8,5,Oeste,5,Oeste,0,981.7,2.4,33,,431.271742512165,9.14789381622668
24/03/2012 22:00,17.2,5,Oeste,6,Noroeste,0,982.2,2.2,33,,448.295627085014,8.53840226796182
24/03/2012 23:00,15.4,6,Oeste,10,Oeste,0,982.7,1.8,40,,522.710112255525,8.09909204358473
25/03/2012 00:00,13.8,8,Sur,9,Sudoeste,0,983,1.3,46,,611.133228666883,7.38375157517777
25/03/2012 01:00,12.6,7,Sur,9,Sur,0,983.3,1.1,51,,629.109261528322,7.00328419312642
25/03/2012 03:00,11.5,9,Sur,10,Sur,0,983.5,0.8,56,,703.05,6.42833665652393
25/03/2012 04:00,10.8,8,Sur,9,Sur,0,983.7,0.7,59,,706.622795646083,6.17561569895258
25/03/2012 05:00,9.9,9,Sur,11,Sur,0,983.6,0.3,62,,755.37,5.53839519687146
25/03/2012 06:00,9.8,7,Sur,9,Sur,0,983.7,0.2,60,,715.457591542014,5.35564696368972
25/03/2012 07:00,9.2,10,Sur,11,Sur,0,984,0.3,63,,796.558070600881,4.84959907860264
25/03/2012 08:00,9.6,9,Sur,11,Sur,0,984,0.4,59,,765.18,4.84917532261624
25/03/2012 09:00,9.2,8,Sur,9,Sur,0,984.2,0.5,61,,757.550564701657,4.77177652641503
25/03/2012 10:00,10.8,9,Sur,11,Sur,0,984.5,0.5,55,,725.94,5.56401119280608
25/03/2012 11:00,14.4,3,Sur,6,Sur,0,984.8,0.8,50,,462.755980726514,9.0297947736353
25/03/2012 12:00,17,2,Sudoeste,5,Sur,0,984.8,0.6,49,,358.638845277868,11.578431400499
25/03/2012 13:00,19.2,5,Norte,8,Nordeste,0,984.5,0,35,,391.549345175518,11.0166058652096
25/03/2012 14:00,20.9,6,Nordeste,10,Este,0,983.7,-1.1,28,,359.363202175673,10.9976179301002
25/03/2012 15:00,22,9,Nordeste,15,Nordeste,0,983.3,-1.5,29,,359.7,12.271813776031
25/03/2012 16:00,21.9,10,Nordeste,21,Nordeste,0,982.8,-1.7,29,,371.503974103772,12.1358033849085
25/03/2012 17:00,21.1,12,Nordeste,20,Nordeste,0,982.6,-1.1,31,,413.628620499518,11.7516301665479
25/03/2012 18:00,19.3,13,Nordeste,24,Nordeste,0,982.6,-0.7,31,,483.616971965037,9.84661087887201
25/03/2012 19:00,18.3,8,Nordeste,16,Nordeste,0,982.8,0,38,,467.898878198082,10.5647914304346
25/03/2012 20:00,17,7,Este,10,Sudeste,0,983,0.4,51,,493.419028649665,11.5198282846471
25/03/2012 21:00,15.1,6,Nordeste,8,Nordeste,0,983.2,0.6,61,,531.619943714426,10.999818875051
25/03/2012 22:00,14.3,0,Calma,3,Oeste,0,983.5,0.7,64,,168.3,10.908149544718
25/03/2012 23:00,13.2,4,Este,5,Este,0,983.8,0.8,74,,530.64,10.6992943554803
26/03/2012 00:00,12.6,0,Calma,2,Oeste,0,983.7,0.5,71,,183.6,9.99702110258382
26/03/2012 01:00,11.8,5,Oeste,6,Oeste,0,983.6,0.1,80,,601.510588240651,9.7752070126657
26/03/2012 02:00,10.9,7,Sur,8,Sur,0,983.3,-0.5,76,,681.535033322349,8.28562217375718
26/03/2012 03:00,10.7,3,Sur,5,Sudoeste,0,983,-0.7,69,,554.809589795767,7.75390059016017
26/03/2012 04:00,10.1,8,Sur,10,Sur,0,982.3,-1.3,72,,728.903694607897,6.96435331192647
26/03/2012 05:00,10.3,6,Sur,8,Sur,0,981.9,-1.4,67,,674.177247056842,6.80059370798718
26/03/2012 06:00,9.7,9,Sur,11,Sur,0,981.8,-1.2,70,,761.91,6.25258583414186
26/03/2012 07:00,10.2,8,Sur,9,Sudeste,0,981.8,-0.5,66,,725.720709041923,6.40661131487085
26/03/2012 08:00,10.2,8,Sur,10,Sur,0,981.8,-0.1,65,,725.720709041923,6.29057618413811
26/03/2012 09:00,9.9,6,Sudeste,10,Sudeste,0,982.3,0.5,67,,686.057022335376,6.39048999662544
26/03/2012 10:00,10.3,7,Sur,10,Sur,0,982.5,0.7,68,,700.038246896712,6.82222090521967
26/03/2012 11:00,12.9,3,Sudeste,5,Sur,0,982.7,0.9,62,,500.075011430265,9.15531361406424
26/03/2012 12:00,14.2,6,Este,10,Nordeste,0,982.5,0.2,59,,558.349438091129,9.82661725794481
26/03/2012 13:00,18,7,Nordeste,12,Este,0,982.3,-0.2,41,,462.580339359061,10.8854292213508
26/03/2012 14:00,19.6,11,Nordeste,18,Nordeste,0,981.9,-0.8,47,,457.62621687931,13.3939143911257
26/03/2012 15:00,20.7,13,Nordeste,23,Norte,0,981.5,-1,47,,434.196259501457,14.4674885117996
26/03/2012 16:00,21.4,12,Nordeste,22,Nordeste,0,981.1,-1.2,42,,403.201008218018,14.3707686910732
26/03/2012 17:00,21.1,13,Nordeste,26,Nordeste,0,980.8,-1.1,41,,420.076055940434,13.8455625308539
26/03/2012 18:00,20.3,12,Nordeste,21,Nordeste,0,980.7,-0.8,41,,441.435586583519,13.0463504492542
26/03/2012 19:00,19.7,7,Este,16,Nordeste,0,980.7,-0.4,44,,410.154567565034,13.1618690099161
26/03/2012 20:00,17.3,9,Nordeste,18,Nordeste,0,980.9,0.1,56,,513.39,12.4330285305212
26/03/2012 21:00,15.7,4,Este,8,Este,0,981.1,0.4,65,,463.64,12.243668732336
26/03/2012 22:00,14.6,3,Nordeste,4,Norte,0,981.5,0.8,68,,457.780109966014,11.5679459505608
26/03/2012 23:00,13.9,4,Oeste,6,Noroeste,0,981.7,0.8,69,,511.88,10.8761943206649
27/03/2012 00:00,13.4,5,Oeste,6,Oeste,0,981.5,0.4,71,,556.113562713055,10.4973275162385
27/03/2012 01:00,12.6,7,Sur,9,Sur,0,981.6,0.1,75,,629.109261528322,9.93437822076729
27/03/2012 02:00,12.2,8,Sur,9,Sur,0,981.5,-0.2,78,,662.060997722456,9.74510043401015
27/03/2012 03:00,12,0,Calma,4,Este,0,981.5,0,75,,189,9.81357210935475
27/03/2012 04:00,13.2,6,Este,9,Este,0,981.6,0,64,,588.048876287466,9.4221768733027
27/03/2012 05:00,14.1,9,Sudeste,13,Sudeste,0,981.7,0.2,49,,618.03,8.10995786869297
27/03/2012 06:00,14.5,6,Sudeste,10,Sudeste,0,982,0.5,43,,549.439606632228,7.72907769608672
27/03/2012 07:00,14.7,4,Sur,8,Sur,0,982.4,0.8,39,,490.44,7.34958687185484
27/03/2012 08:00,14.9,5,Sur,13,Sudeste,0,982.6,0.9,37,,513.553851280934,7.06998611071222
27/03/2012 09:00,15.1,4,Sur,8,Sur,0,983.2,1.2,36,,479.72,7.14598074425332
27/03/2012 10:00,16.6,3,Sudeste,6,Sudeste,0,983.6,1.2,36,,408.021402361012,8.74618795381638
27/03/2012 11:00,19.6,3,Sur,7,Sur,0,983.9,1.3,33,,333.38334095351,11.1015325165764
27/03/2012 12:00,22.3,6,Sudeste,12,Sudeste,0,984,0.8,29,,317.783988700802,12.6893852325676
27/03/2012 13:00,23.1,4,Nordeste,10,Este,0,984,0.4,30,,265.32,13.8446399815913
27/03/2012 14:00,23.7,11,Este,18,Este,0,983.6,-0.3,27,,317.606254998327,13.4196920407523
27/03/2012 15:00,23.7,11,Nordeste,20,Este,0,983.3,-0.7,30,,317.606254998327,14.2204481255642
27/03/2012 16:00,23.3,14,Nordeste,23,Nordeste,0,983.1,-0.9,33,,347.105435503609,14.456136777737
27/03/2012 17:00,23.1,12,Nordeste,22,Nordeste,0,982.9,-0.7,31,,344.111205289515,13.8235978299762
27/03/2012 18:00,22.8,10,Nordeste,21,Norte,0,982.9,-0.4,31,,341.38203025752,13.5698756514869
27/03/2012 19:00,21.5,12,Nordeste,20,Nordeste,0,983.1,0,34,,399.725137457518,12.8684642338085
27/03/2012 20:00,20.1,6,Este,15,Nordeste,0,983.4,0.5,38,,383.122752732743,12.5037617474843
27/03/2012 21:00,18.3,6,Este,9,Este,0,983.5,0.6,45,,436.581741486149,11.9541347129034
27/03/2012 22:00,16.8,3,Norte,5,Noroeste,0,983.9,0.8,52,,403.045531600512,11.7421039760876
27/03/2012 23:00,15.3,6,Oeste,8,Sudoeste,0,984.4,1,51,,525.680056075158,9.8433616056228
28/03/2012 00:00,14.5,3,Sudoeste,4,Sudoeste,0,984.6,1.1,55,,460.268045346264,9.85477771073404
28/03/2012 01:00,13.7,8,Sur,10,Sur,0,984.5,0.6,50,,614.316214232856,7.91428798477424
28/03/2012 02:00,12.9,9,Sur,13,Sur,0,984.4,0,56,,657.27,7.88128719907529
28/03/2012 03:00,12.4,6,Sur,10,Sur,0,984.4,-0.2,51,,611.808426844535,6.87786668432425
28/03/2012 04:00,11.5,8,Sur,12,Sur,0,984.4,-0.1,55,,684.34189668427,6.36618531833005
28/03/2012 05:00,11.6,6,Este,8,Este,0,984.3,-0.1,54,,635.567977401604,6.4931890692715
28/03/2012 06:00,12,6,Sudeste,8,Sudeste,0,984.4,0,49,,623.68820212307,6.16433197318247
28/03/2012 07:00,11.7,7,Sur,9,Sur,0,984.4,0,51,,656.864081889866,6.07744176156175
28/03/2012 08:00,10.8,8,Sur,9,Sur,0,984.7,0.4,58,,706.622795646083,6.04569538256646
28/03/2012 09:00,12.1,5,Sudeste,6,Sudeste,0,985.3,0.9,48,,592.998645954227,6.19842755639259
28/03/2012 10:00,13.9,6,Sudeste,9,Sur,0,985.6,1.2,42,,567.25926955003,6.93683681603537
28/03/2012 11:00,16.3,0,Calma,3,Sur,0,985.7,1,41,,150.3,9.52371749259537
28/03/2012 12:00,18.8,4,Nordeste,6,Nordeste,0,985.7,0.4,37,,380.56,11.0955649637426
28/03/2012 13:00,20.5,6,Nordeste,13,Nordeste,0,985.3,-0.3,32,,371.242977454208,11.6051195393638
28/03/2012 14:00,21.6,12,Nordeste,18,Nordeste,0,984.9,-0.8,28,,396.249266697017,11.4965134872359
28/03/2012 15:00,21.4,18,Nordeste,29,Norte,0,984.5,-1.2,30,,432.039488479362,11.648009062668
28/03/2012 16:00,21.1,19,Nordeste,34,Nordeste,0,983.8,-1.5,31,,446.392781966661,11.5563563718204
28/03/2012 17:00,21.1,16,Nordeste,30,Norte,0,983.2,-1.7,31,,435.54,11.6345289053745
28/03/2012 18:00,20.8,15,Nordeste,28,Nordeste,0,982.7,-1.8,39,,441.829325378662,13.0934660642903
28/03/2012 19:00,19.8,12,Nordeste,22,Nordeste,0,982.6,-1.2,40,,458.81494038602,12.339412441832
28/03/2012 20:00,18.3,9,Este,20,Nordeste,0,982.7,-0.5,44,,480.69,11.6317623765999
28/03/2012 21:00,16.2,5,Sudeste,14,Este,0,983,0.3,58,,476.668768039762,11.8082074978745
28/03/2012 22:00,15.7,8,Nordeste,15,Nordeste,0,983.3,0.7,50,,550.656502913389,9.9759608259645
28/03/2012 23:00,14.6,3,Nordeste,7,Este,0,983.6,0.9,54,,457.780109966014,9.81593077510359
29/03/2012 00:00,13.1,6,Oeste,9,Oeste,0,983.6,0.6,60,,591.018820107099,8.82936869565098
29/03/2012 01:00,12.5,5,Oeste,7,Oeste,0,983.5,0.2,60,,581.649389572328,8.30170937478853
29/03/2012 02:00,11.6,5,Oeste,6,Oeste,0,983.4,-0.2,65,,607.185216431601,7.99337320129073
29/03/2012 03:00,10.6,5,Sur,7,Sur,0,983.4,-0.2,70,,635.558357386349,7.53756242636766
29/03/2012 04:00,9.8,8,Sur,9,Sur,0,983.2,-0.3,72,,738.452651305817,6.65361231700457
29/03/2012 05:00,9.2,7,Sur,10,Sur,0,983,-0.4,73,,733.960805116376,6.22745832265774
29/03/2012 06:00,8.8,9,Sur,10,Sur,0,982.8,-0.6,73,,791.34,5.63409483984954
29/03/2012 07:00,8.3,8,Sur,9,Sur,0,982.9,-0.3,74,,786.197434795417,5.30659252167956
29/03/2012 08:00,8.1,7,Sur,8,Sur,0,983,0,73,,767.883363336041,5.09227952735772
29/03/2012 09:00,7.9,7,Sur,9,Sur,0,983.3,0.5,73,,774.051101194161,4.88575423801513
29/03/2012 10:00,9.3,9,Sur,10,Sur,0,983.4,0.5,70,,774.99,5.83608618163161
29/03/2012 11:00,12.2,3,Sur,7,Sur,0,983.4,0.4,65,,517.490559092016,8.8099459048457
29/03/2012 12:00,14.6,2,Sudoeste,5,Sur,0,983.1,-0.2,61,,412.434672069548,10.8432721126884
29/03/2012 13:00,15.9,4,Noroeste,6,Noroeste,0,982.8,-0.6,52,,458.28,10.7500503039515
29/03/2012 14:00,18.5,9,Nordeste,17,Nordeste,0,982.4,-1,44,,474.15,11.8379622795138
29/03/2012 15:00,18.8,10,Nordeste,17,Nordeste,0,981.9,-1.2,37,,475.257336240862,10.7873016626016
29/03/2012 16:00,18.6,12,Nordeste,26,Norte,0,981.4,-1.4,40,,500.525389512022,11.0918218390501
29/03/2012 17:00,18.6,10,Nordeste,21,Este,0,980.7,-1.7,44,,481.951101540029,11.8973835625969
29/03/2012 18:00,18.2,13,Nordeste,22,Nordeste,0,980.2,-1.7,46,,522.447531757851,11.6984982422283
29/03/2012 19:00,17.5,9,Nordeste,18,Nordeste,0,980.1,-1.3,50,,506.85,11.7781148923121
29/03/2012 20:00,15.7,9,Nordeste,16,Nordeste,0,980.3,-0.4,60,,565.71,11.3046665415909
29/03/2012 21:00,14.3,6,Este,12,Este,0,980.5,0.3,69,,555.379494271495,11.1187970218632
29/03/2012 22:00,12.8,6,Este,10,Este,0,981.1,1,84,,599.928651566,11.0796512421045
29/03/2012 23:00,11.9,2,Norte,4,Nordeste,0,981.5,1.2,90,,472.954977210188,11.0992439151882
30/03/2012 00:00,10.7,5,Este,7,Este,0,981.9,1.4,95,,632.721043290874,9.96043901957793
30/03/2012 01:00,10,0,Calma,2,Nordeste,0,981.8,0.7,97,,207,9.76850534965929
30/03/2012 02:00,9.6,3,Sudoeste,4,Sudoeste,0,981.7,0.2,99,,582.176878978518,9.39012854759565
30/03/2012 03:00,9,5,Sur,7,Sur,0,981.7,-0.2,97,,680.955382913945,8.38521212833632
30/03/2012 04:00,8.4,6,Sur,8,Sur,0,981.3,-0.5,91,,730.606179629881,7.17841941064379
30/03/2012 05:00,7.8,7,Sur,9,Sur,0,980.9,-0.8,91,,777.134970123222,6.45755078451358
30/03/2012 06:00,7.4,8,Sur,9,Sur,0,980.6,-1.1,90,,814.844304889177,5.85984980576312
30/03/2012 07:00,7,5,Sur,6,Sur,0,980.4,-0.9,90,,737.70166482344,5.7742795559332
30/03/2012 08:00,6.7,9,Sur,10,Sur,0,980.5,-0.4,89,,860.01,4.94860415608342
30/03/2012 09:00,6.9,8,Sur,10,Sur,0,980.7,0.1,90,,830.759232719044,5.34029387408216
30/03/2012 10:00,8.7,5,Sur,8,Sur,0,981,0.6,85,,689.467325200369,7.07544035945362
30/03/2012 11:00,11.8,3,Sudeste,6,Sudeste,0,980.8,0.3,70,,527.442300613016,8.9705706462904
30/03/2012 12:00,14.6,3,Nordeste,5,Sudeste,0,980.8,0.1,58,,457.780109966014,10.359029865553
30/03/2012 13:00,16.9,4,Nordeste,6,Nordeste,0,980.4,-0.6,47,,431.48,10.9930474325761
30/03/2012 14:00,18.5,6,Este,11,Este,0,979.9,-0.9,49,,430.641853846881,12.8052880082379
30/03/2012 15:00,19.5,9,Norte,18,Norte,0,979.3,-1.5,46,,441.45,13.2062131001783
30/03/2012 16:00,19.2,12,Nordeste,26,Nordeste,0,978.7,-1.7,50,,479.670164949021,13.4117820905739
30/03/2012 17:00,19,9,Este,17,Este,0,978.1,-1.8,52,,457.8,13.6229260287741
30/03/2012 18:00,17.8,11,Nordeste,21,Nordeste,0,977.9,-1.4,53,,519.098395266083,12.4399679801496
30/03/2012 19:00,17.6,10,Este,19,Nordeste,0,977.9,-0.8,50,,515.419928035864,11.8342139045266
30/03/2012 20:00,14.9,9,Este,18,Nordeste,0,978.2,0.1,58,,591.87,10.2196188699598
30/03/2012 21:00,13.3,6,Nordeste,12,Este,0,978.2,0.3,61,,585.078932467832,9.15959806831201
30/03/2012 22:00,11.8,5,Sudeste,8,Sudeste,0,978.4,0.5,74,,601.510588240651,9.18268733559877
30/03/2012 23:00,11,4,Noroeste,6,Norte,0,978.4,0.2,75,,589.6,8.57317890836014
31/03/2012 00:00,10.2,0,Calma,2,Noroeste,0,978.2,0,77,,205.2,8.21358769051843
31/03/2012 01:00,9.8,3,Oeste,4,Noroeste,0,977.8,-0.6,81,,577.201008218018,8.0663856588073
31/03/2012 02:00,9,3,Sur,4,Sur,0,977.3,-1.1,85,,597.104491260018,7.62714416224521
31/03/2012 03:00,8.5,8,Sur,11,Sur,0,976.9,-1.3,87,,779.83146366347,6.74414381968532
31/03/2012 04:00,8,6,Sur,9,Sur,0,976.3,-1.5,88,,742.485954908416,6.512946108107
31/03/2012 05:00,7.5,6,Sur,8,Sur,0,975.9,-1.4,89,,757.335674006584,6.08527314324807
31/03/2012 06:00,6.9,5,Sur,6,Sur,0,975.6,-1.3,90,,740.538978918915,5.67213185253436
31/03/2012 07:00,6.8,7,Sur,9,Sur,0,975.3,-1,90,,807.973659413826,5.34023049291722
31/03/2012 08:00,6.5,6,Sur,8,Sur,0,975.3,-0.6,90,,787.035112202921,5.14247175387734
31/03/2012 09:00,6.5,9,Sur,9,Sur,0,975.6,0,89,,866.55,4.73954575114231
31/03/2012 10:00,8.6,4,Sur,6,Sur,0,975.6,0.3,82,,653.92,6.81862974150505
31/03/2012 11:00,11.2,0,Calma,4,Noroeste,0,975.4,0.1,76,,196.2,9.11423786491385
31/03/2012 12:00,13.6,2,Noroeste,5,Noroeste,0,975.3,-0.3,66,,434.849599899415,10.4420188719827
31/03/2012 13:00,16.8,10,Este,17,Nordeste,0,974.9,-0.7,53,,542.194989232532,11.448461410129
31/03/2012 14:00,17.6,10,Nordeste,22,Nordeste,0,974.3,-1.1,55,,515.419928035864,12.5585858947956
31/03/2012 15:00,17.9,16,Nordeste,28,Nordeste,0,973.6,-1.7,59,,552.66,13.1648650648771
31/03/2012 16:00,17.3,16,Nordeste,26,Nordeste,0,973.1,-1.8,64,,574.62,13.1508977633077
31/03/2012 17:00,16.6,15,Nordeste,30,Nordeste,0,972.6,-1.7,67,,593.934502968038,12.8004101488663
31/03/2012 18:00,16.2,16,Nordeste,31,Nordeste,0,972.3,-1.3,65,,614.88,12.1078896242391
31/03/2012 19:00,14.8,18,Nordeste,31,Nordeste,0,972.4,-0.7,69,,677.855059510724,10.9941554931122
31/03/2012 20:00,13.8,14,Nordeste,26,Nordeste,0,972.9,0.3,70,,687.05405790405,10.228558428593
31/03/2012 21:00,12.8,9,Nordeste,16,Nordeste,0,973,0.7,74,,660.54,9.89584809043747
31/03/2012 22:00,11.8,6,Nordeste,16,Nordeste,0,973.6,1.2,85,,629.628089762337,10.1459449929105
31/03/2012 23:00,11.2,0,Calma,4,Este,0,974,1.1,84,,196.2,9.87488750608293
01/04/2012 00:00,10.5,2,Sudoeste,4,Sudoeste,0,974,1,91,,504.335876172002,9.78322436561914
01/04/2012 01:00,9.9,4,Oeste,5,Oeste,0,973.9,0.3,96,,619.08,9.33462793354078
01/04/2012 02:00,9.4,4,Sudoeste,5,Sur,0,973.8,-0.2,97,,632.48,8.90654285407159
