date,lat[unit="degrees_north"],lon[unit="degrees_east"],cft[unit="1"],dir[unit="degree"],mod[unit="m s-1"],prec[unit="kg m-2"],rh[unit="1"],t2m[unit="K"],u[unit="m s-1"],v[unit="m s-1"]
2012-03-08T22:00:00Z,43.339286234347675,-5.858834520544583,0,76.42821,3.4101098,0,0.8257132,279.8293,-3.3148878,-0.8002295
2012-03-08T23:00:00Z,43.339286234347675,-5.858834520544583,0,83.347565,3.2769854,0,0.809527,279.51962,-3.254922,-0.37962645
2012-03-09T00:00:00Z,43.339286234347675,-5.858834520544583,0.92,74.33702,3.1815407,0,0.81194025,279.2773,-3.0633984,-0.85894775
2012-03-09T01:00:00Z,43.339286234347675,-5.858834520544583,0,74.2706,2.7531743,0,0.84284955,278.87582,-2.6500757,-0.7463696
2012-03-09T02:00:00Z,43.339286234347675,-5.858834520544583,0,71.787636,2.4391503,0,0.86503166,278.17313,-2.3169603,-0.76233155
2012-03-09T03:00:00Z,43.339286234347675,-5.858834520544583,0,69.88177,2.6753151,0,0.85760355,277.86044,-2.5120802,-0.9201977
2012-03-09T04:00:00Z,43.339286234347675,-5.858834520544583,0,79.37382,2.6271272,0,0.8508969,277.65543,-2.582075,-0.48444337
2012-03-09T05:00:00Z,43.339286234347675,-5.858834520544583,0,83.79931,2.2595618,0,0.8384762,277.44757,-2.2463427,-0.24405761
2012-03-09T06:00:00Z,43.339286234347675,-5.858834520544583,0,88.86849,1.6715319,0,0.82576996,277.25256,-1.671206,-0.03300781
2012-03-09T07:00:00Z,43.339286234347675,-5.858834520544583,0,93.36052,0.45010257,0,0.83365196,276.99814,-0.4493286,0.026384277
2012-03-09T08:00:00Z,43.339286234347675,-5.858834520544583,0,222.0991,0.20293003,0,0.8305133,279.20105,0.13604736,0.15057129
2012-03-09T09:00:00Z,43.339286234347675,-5.858834520544583,0,99.57473,0.46463916,0,0.5719063,282.31287,-0.4581665,0.077285156
2012-03-09T10:00:00Z,43.339286234347675,-5.858834520544583,0,38.582424,1.4656776,0,0.54495996,285.02557,-0.91405517,-1.1457373
2012-03-09T11:00:00Z,43.339286234347675,-5.858834520544583,0,49.764812,2.3510914,0,0.57572365,287.47876,-1.7948217,-1.5186328
2012-03-09T12:00:00Z,43.339286234347675,-5.858834520544583,0,56.14743,3.0723734,0,0.5593115,289.13943,-2.5515258,-1.7114892
2012-03-09T13:00:00Z,43.339286234347675,-5.858834520544583,0,38.02514,3.3637393,0,0.56555116,289.928,-2.0720873,-2.6497538
2012-03-09T14:00:00Z,43.339286234347675,-5.858834520544583,1.0,43.90126,4.1225615,0,0.6183371,289.44238,-2.8586571,-2.970453
2012-03-09T15:00:00Z,43.339286234347675,-5.858834520544583,0,53.249874,3.736374,0,0.66170317,288.96445,-2.9937792,-2.2355704
2012-03-09T16:00:00Z,43.339286234347675,-5.858834520544583,0,41.222267,4.17668,0,0.6839121,288.5687,-2.752356,-3.1415274
2012-03-09T17:00:00Z,43.339286234347675,-5.858834520544583,0,49.06051,3.0095248,0,0.777905,287.2262,-2.2734008,-1.9720263
2012-03-09T18:00:00Z,43.339286234347675,-5.858834520544583,0,60.671886,2.3157027,0,0.87474763,285.24332,-2.0188966,-1.1342554
2012-03-09T19:00:00Z,43.339286234347675,-5.858834520544583,0,40.988316,2.5922217,0,0.9040844,283.6352,-1.7002515,-1.9567212
2012-03-09T20:00:00Z,43.339286234347675,-5.858834520544583,0,56.72002,0.98784465,0,0.9402934,282.49576,-0.8258374,-0.54206055
2012-03-09T21:00:00Z,43.339286234347675,-5.858834520544583,0,339.55823,0.5871865,0,0.9575234,281.66382,0.20507812,-0.55020994
2012-03-09T22:00:00Z,43.339286234347675,-5.858834520544583,0.98,71.15953,0.4732362,0,0.9636324,281.02536,-0.44788086,-0.15282422
2012-03-09T23:00:00Z,43.339286234347675,-5.858834520544583,0,127.03695,0.7609052,0,0.9428398,280.76593,-0.60739017,0.45831642
2012-03-10T00:00:00Z,43.339286234347675,-5.858834520544583,1.0,333.6578,0.38937026,0,0.9157676,280.56982,0.17277588,-0.348938
